TIMESTAMP,PARTIDA_ID,PLAYER_ID,EQUIPO_ID,POS_X,POS_Y,SIZE,TOTAL_PLAYERS,MODO_JUEGO
2025-11-29 17:29:34.665,1,10,5,11,17,2,10,DUO
2025-11-29 17:29:34.766,1,1,1,51,5,2,10,DUO
2025-11-29 17:29:34.766,1,2,1,90,33,2,10,DUO
2025-11-29 17:29:34.766,1,3,2,61,17,2,10,DUO
2025-11-29 17:29:34.766,1,4,2,75,51,2,10,DUO
2025-11-29 17:29:34.766,1,5,3,44,98,2,10,DUO
2025-11-29 17:29:34.766,1,6,3,29,16,2,10,DUO
2025-11-29 17:29:34.766,1,7,4,84,20,2,10,DUO
2025-11-29 17:29:34.766,1,8,4,64,40,2,10,DUO
2025-11-29 17:29:34.766,1,9,5,87,17,2,10,DUO
2025-11-29 17:29:34.766,1,10,5,11,16,2,10,DUO
2025-11-29 17:29:34.866,1,1,1,51,4,2,10,DUO
2025-11-29 17:29:34.866,1,2,1,90,32,2,10,DUO
2025-11-29 17:29:34.866,1,3,2,61,16,2,10,DUO
2025-11-29 17:29:34.866,1,4,2,75,50,2,10,DUO
2025-11-29 17:29:34.866,1,5,3,44,97,2,10,DUO
2025-11-29 17:29:34.866,1,6,3,29,15,2,10,DUO
2025-11-29 17:29:34.866,1,7,4,84,19,2,10,DUO
2025-11-29 17:29:34.866,1,8,4,64,39,2,10,DUO
2025-11-29 17:29:34.866,1,9,5,87,16,2,10,DUO
2025-11-29 17:29:34.866,1,10,5,11,15,2,10,DUO
2025-11-29 17:29:34.967,1,1,1,51,3,2,10,DUO
2025-11-29 17:29:34.967,1,2,1,90,31,2,10,DUO
2025-11-29 17:29:34.967,1,3,2,61,15,2,10,DUO
2025-11-29 17:29:34.967,1,4,2,75,49,2,10,DUO
2025-11-29 17:29:34.967,1,5,3,44,96,2,10,DUO
